Start,1992
End,2012
Frequency,Y
Name,VAALAUTO DEAD - 29/12/04 - TOT RETURN IND
Code,135544(RI)
CURRENCY,R
1992,99.54
1993,49.03
1994,22.29
1995,44.57
1996,59.43
1997,74.29
1998,74.29
1999,59.43
2000,50.51
2001,52
2002,44.57
2003,44.57
2004,44.57
2005,59.43
2006,59.43
2007,59.43
2008,59.43
2009,59.43
2010,59.43
2011,59.43
2012,59.43
