Start,1992
End,2012
Frequency,Y
Name,REUNERT & LENZ - TOT RETURN IND
Code,916587(RI)
CURRENCY,R
1992,146.66
1993,280.63
1994,459.51
1995,459.51
1996,459.51
1997,459.51
1998,459.51
1999,459.51
2000,459.51
2001,459.51
2002,459.51
2003,459.51
2004,459.51
2005,459.51
2006,459.51
2007,459.51
2008,459.51
2009,459.51
2010,459.51
2011,459.51
2012,459.51
