Start,1992
End,2012
Frequency,Y
Name,COASTAL GROUP DEAD - DELIST 31/05/02 - TOT RETURN IND
Code,317115(RI)
CURRENCY,R
1992,103.28
1993,22.45
1994,13.47
1995,13.47
1996,4153.69
1997,8531.91
1998,15716.68
1999,19084.54
2000,19982.63
2001,11226.2
2002,11226.2
2003,11226.2
2004,11226.2
2005,11226.2
2006,11226.2
2007,11226.2
2008,11226.2
2009,11226.2
2010,11226.2
2011,11226.2
2012,11226.2
