Start,1992
End,2012
Frequency,Y
Name,STANTRONIC GP. DEAD - 29/06/01 - TOT RETURN IND
Code,152171(RI)
CURRENCY,R
1992,47.5
1993,47.5
1994,47.5
1995,47.5
1996,47.5
1997,35
1998,86.65
1999,70.57
2000,29.76
2001,8.5
2002,8.5
2003,8.5
2004,8.5
2005,8.5
2006,8.5
2007,8.5
2008,8.5
2009,8.5
2010,8.5
2011,8.5
2012,8.5
