Start,1992
End,2012
Frequency,Y
Name,POLIFIN DEAD - DELIST 04/11/99 - TOT RETURN IND
Code,152493(RI)
CURRENCY,R
1992,NA
1993,NA
1994,NA
1995,NA
1996,73.12
1997,101.33
1998,94.33
1999,71.82
2000,148.86
2001,148.86
2002,148.86
2003,148.86
2004,148.86
2005,148.86
2006,148.86
2007,148.86
2008,148.86
2009,148.86
2010,148.86
2011,148.86
2012,148.86
