Start,1992
End,2012
Frequency,Y
Name,LOGTEK HDG.'N' DEAD - DELIST 30/01/98 - TOT RETURN IND
Code,884483(RI)
CURRENCY,R
1992,NA
1993,NA
1994,NA
1995,NA
1996,NA
1997,122.67
1998,111.75
1999,149.91
2000,149.91
2001,149.91
2002,149.91
2003,149.91
2004,149.91
2005,149.91
2006,149.91
2007,149.91
2008,149.91
2009,149.91
2010,149.91
2011,149.91
2012,149.91
