Start,1992
End,2012
Frequency,Y
Name,PLESSEY DEAD - T/OVER 315419 - TOT RETURN IND
Code,362595(RI)
CURRENCY,R
1992,NA
1993,NA
1994,NA
1995,NA
1996,138.84
1997,164.29
1998,84.65
1999,131.41
2000,131.41
2001,131.41
2002,131.41
2003,131.41
2004,131.41
2005,131.41
2006,131.41
2007,131.41
2008,131.41
2009,131.41
2010,131.41
2011,131.41
2012,131.41
